# Simulation 1 (Up to date)
# 923 data points written for 4 variables.
# Simulation warnings:
#   No recovery device defined in the simulation.
#
# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²)
# Event SIM_WARN occurred at t=0 seconds: No recovery device defined in the simulation.
# Event IGNITION occurred at t=0 seconds
# Event LAUNCH occurred at t=0 seconds
0,0,0,0
10.054,859.352,17.989,-10.119
10.104,860.239,17.484,-10.1
10.154,861.1,16.98,-10.064
10.204,861.937,16.478,-10.002
10.254,862.748,15.98,-9.949
10.299,863.46,15.529,-9.969
10.349,864.224,15.032,-9.946
10.399,864.964,14.533,-10
10.449,865.678,14.032,-10.055
10.499,866.367,13.527,-10.12
10.549,867.03,13.023,-10.039
10.599,867.669,12.521,-10.049
10.649,868.282,12.018,-10.067
10.699,868.871,11.514,-10.074
10.749,869.434,11.012,-9.993
10.799,869.972,10.514,-9.953
10.849,870.485,10.016,-9.942
10.899,870.974,9.52,-9.895
10.949,871.437,9.027,-9.825
10.999,871.876,8.537,-9.789
11.049,872.291,8.049,-9.726
11.099,872.681,7.565,-9.668
11.149,873.048,7.083,-9.599
11.198,873.383,6.612,-9.625
11.248,873.702,6.132,-9.56
11.297,873.994,5.66,-9.542
11.347,874.265,5.184,-9.488
11.393,874.491,4.752,-9.452
11.437,874.692,4.334,-9.486
11.487,874.896,3.86,-9.473
11.537,875.078,3.387,-9.435
11.587,875.235,2.917,-9.399
11.635,875.365,2.463,-9.382
11.681,875.468,2.035,-9.392
11.724,875.547,1.627,-9.387
11.766,875.607,1.236,-9.375
11.806,875.649,0.86,-9.369
11.845,875.675,0.496,-9.345
11.883,875.687,0.145,-9.314
# Event APOGEE occurred at t=11.919 seconds
11.919,875.686,-0.196,-9.305
11.955,875.674,-0.527,-9.309
11.99,875.65,-0.849,-9.308
12.023,875.616,-1.164,-9.312
12.056,875.572,-1.472,-9.326
12.089,875.519,-1.775,-9.352
12.121,875.458,-2.074,-9.385
12.152,875.388,-2.369,-9.427
12.183,875.31,-2.662,-9.464
12.214,875.224,-2.954,-9.51
12.245,875.129,-3.245,-9.567
12.275,875.026,-3.538,-9.628
12.305,874.914,-3.832,-9.689
12.336,874.792,-4.129,-9.743
12.367,874.66,-4.43,-9.8
12.398,874.517,-4.736,-9.857
12.43,874.362,-5.049,-9.899
12.462,874.193,-5.371,-9.939
12.495,874.009,-5.702,-9.98
12.53,873.807,-6.048,-10.072
12.561,873.611,-6.366,-10.143
12.587,873.442,-6.63,-10.173
12.611,873.282,-6.872,-10.192
12.633,873.128,-7.097,-10.204
12.654,872.977,-7.31,-10.216
12.674,872.831,-7.513,-10.244
12.692,872.692,-7.7,-10.265
12.709,872.558,-7.876,-10.274
12.726,872.428,-8.045,-10.272
12.742,872.297,-8.21,-10.268
12.757,872.166,-8.372,-10.264
12.773,872.035,-8.531,-10.259
12.788,871.904,-8.688,-10.253
12.803,871.771,-8.843,-10.244
12.818,871.637,-8.997,-10.23
12.834,871.499,-9.152,-10.215
12.849,871.358,-9.308,-10.197
12.864,871.211,-9.467,-10.181
12.88,871.06,-9.628,-10.163
12.897,870.903,-9.793,-10.143
12.913,870.737,-9.962,-10.128
12.93,870.566,-10.135,-10.112
12.948,870.386,-10.313,-10.092
12.966,870.196,-10.497,-10.046
12.987,869.98,-10.701,-9.986
13.01,869.722,-10.938,-9.911
13.041,869.386,-11.237,-9.808
13.086,868.864,-11.679,-9.615
13.136,868.268,-12.154,-9.353
13.176,867.776,-12.522,-9.145
13.199,867.483,-12.734,-9.036
13.219,867.236,-12.907,-8.949
13.236,867.016,-13.058,-8.882
13.251,866.812,-13.195,-8.83
13.266,866.619,-13.324,-8.789
13.28,866.433,-13.446,-8.759
13.293,866.251,-13.563,-8.74
13.306,866.072,-13.678,-8.739
13.319,865.892,-13.793,-8.756
13.333,865.706,-13.911,-8.783
13.347,865.513,-14.032,-8.821
13.361,865.309,-14.16,-8.851
13.376,865.095,-14.293,-8.887
13.392,864.87,-14.433,-8.934
13.409,864.626,-14.584,-8.993
13.427,864.355,-14.751,-9.066
13.448,864.04,-14.944,-9.159
13.475,863.64,-15.189,-9.313
13.515,863.029,-15.564,-9.514
13.565,862.238,-16.044,-9.693
13.591,861.813,-16.301,-9.769
13.609,861.514,-16.479,-9.808
13.624,861.261,-16.629,-9.833
13.638,861.033,-16.763,-9.849
13.651,860.821,-16.887,-9.859
13.663,860.62,-17.005,-9.868
13.674,860.427,-17.116,-9.874
13.685,860.241,-17.223,-9.876
13.695,860.059,-17.327,-9.876
13.706,859.879,-17.43,-9.867
13.716,859.697,-17.532,-9.851
13.727,859.51,-17.637,-9.832
13.738,859.315,-17.745,-9.81
13.749,859.109,-17.858,-9.784
13.761,858.889,-17.978,-9.761
13.774,858.654,-18.106,-9.733
13.789,858.397,-18.243,-9.697
13.804,858.106,-18.396,-9.646
13.824,857.754,-18.579,-9.564
13.851,857.243,-18.839,-9.426
13.892,856.463,-19.22,-9.194
13.933,855.666,-19.592,-8.924
13.949,855.342,-19.739,-8.823
13.963,855.07,-19.859,-8.752
13.975,854.826,-19.966,-8.698
13.987,854.597,-20.066,-8.658
13.998,854.379,-20.159,-8.629
14.008,854.167,-20.25,-8.638
14.019,853.95,-20.342,-8.665
14.03,853.722,-20.439,-8.702
14.042,853.478,-20.543,-8.75
14.055,853.211,-20.657,-8.8
14.069,852.915,-20.783,-8.842
14.085,852.588,-20.922,-8.898
14.103,852.209,-21.083,-8.974
14.126,851.725,-21.29,-9.077
14.16,850.99,-21.603,-9.226
14.21,849.899,-22.069,-9.382
14.236,849.318,-22.315,-9.429
14.255,848.898,-22.492,-9.451
14.271,848.537,-22.643,-9.47
14.285,848.214,-22.778,-9.479
14.298,847.912,-22.903,-9.481
14.311,847.619,-23.024,-9.477
14.324,847.329,-23.143,-9.468
14.336,847.035,-23.263,-9.453
14.349,846.732,-23.386,-9.432
14.363,846.409,-23.515,-9.403
14.378,846.054,-23.657,-9.363
14.396,845.642,-23.819,-9.307
14.418,845.111,-24.024,-9.201
14.451,844.307,-24.327,-9.011
14.501,843.082,-24.772,-8.817
14.522,842.551,-24.959,-8.725
14.539,842.139,-25.102,-8.671
14.553,841.772,-25.228,-8.637
14.567,841.425,-25.347,-8.618
14.58,841.088,-25.461,-8.613
14.594,840.748,-25.576,-8.622
14.607,840.396,-25.694,-8.645
